ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	inc	sig	time	external_gene_name	description	chromosome_name	start_position	end_position
355	ENSDARG00000026453	189.448683325421	-0.211135001897461	0.0648213894177352	-3.25718106004828	0.00112524632675929	0.036453020504354	FALSE	TRUE	all	zgc:66474	zgc:66474 [Source:ZFIN;Acc:ZDB-GENE-030131-5711]	3	15646192	15668433
356	ENSDARG00000026582	7.60683409378301	0.605090841680385	0.176997222812725	3.41864596553931	0.000629335526819181	0.0244086035922578	FALSE	TRUE	all	iscub	iron-sulfur cluster assembly enzyme b [Source:ZFIN;Acc:ZDB-GENE-050417-332]	5	31860043	31868847
357	ENSDARG00000026634	229.084195346021	-0.210243445886353	0.0580468464767687	-3.62196154739423	0.000292377589198607	0.0140285982446239	FALSE	TRUE	all	ehmt1b	euchromatic histone-lysine N-methyltransferase 1b [Source:ZFIN;Acc:ZDB-GENE-080515-3]	21	14644247	14692119
358	ENSDARG00000026655	23.4289767960124	0.396528905820137	0.12968535107648	3.0576229506931	0.00223100097278972	0.0568437063550664	FALSE	TRUE	all	tspo	translocator protein [Source:ZFIN;Acc:ZDB-GENE-041010-125]	6	40578219	40583253
359	ENSDARG00000026766	321.411604595579	-0.191499941439103	0.0647529041606035	-2.95739540830685	0.00310249983878373	0.0707821143774801	FALSE	TRUE	all	bcl2l10	BCL2 like 10 [Source:ZFIN;Acc:ZDB-GENE-030825-2]	18	39106722	39119005
360	ENSDARG00000026829	69.5917814540625	0.391420743629067	0.133396880148237	2.93425710701856	0.00334347125684567	0.0751137850743486	FALSE	TRUE	all	cotl1	coactosin-like F-actin binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8325]	18	13203831	13216672
361	ENSDARG00000026842	1015.23246790195	-0.212058885761007	0.0453728259503987	-4.6736979969647	2.95824240002702e-06	0.000421474076636503	FALSE	TRUE	all	acin1b	apoptotic chromatin condensation inducer 1b [Source:ZFIN;Acc:ZDB-GENE-030826-12]	7	24069421	24097070
362	ENSDARG00000026902	11.7300819273156	0.516991521812136	0.135064532510838	3.82773709871355	0.000129326784129606	0.00774989366270222	FALSE	TRUE	all	cryzl1	crystallin, zeta (quinone reductase)-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-378]	1	47089501	47105214
363	ENSDARG00000026986	139.596230292286	-0.188289197087679	0.0610737969974133	-3.08297840227052	0.00204940028077247	0.0537904155486893	FALSE	TRUE	all	rexo1	REX1, RNA exonuclease 1 homolog [Source:ZFIN;Acc:ZDB-GENE-030131-1650]	8	20455134	20471546
364	ENSDARG00000027065	46.3260418333697	0.654621279856165	0.138244108076359	4.73525627214857	2.18778476225085e-06	0.000328461771429328	FALSE	TRUE	all	slc38a3a	solute carrier family 38, member 3a [Source:ZFIN;Acc:ZDB-GENE-070615-25]	11	34824099	34914857
365	ENSDARG00000027154	102.328179186134	-0.179208387909437	0.0581723509626214	-3.08064544313478	0.00206552447622597	0.0539063280360844	FALSE	TRUE	all	tpd52l2a	tpd52 like 2a [Source:ZFIN;Acc:ZDB-GENE-030131-7047]	8	23194212	23212965
366	ENSDARG00000027187	143.360629715157	-0.191796529760672	0.0416796824853811	-4.60167924330862	4.19098270744076e-06	0.000559967426341067	FALSE	TRUE	all	kat8	K(lysine) acetyltransferase 8 [Source:ZFIN;Acc:ZDB-GENE-030131-7510]	3	32681274	32689328
367	ENSDARG00000027196	17.56981397362	0.590454525345524	0.147222609441503	4.01062396316331	6.05584947581583e-05	0.00446199463356615	FALSE	TRUE	all	si:dkey-16l2.17	si:dkey-16l2.17 [Source:ZFIN;Acc:ZDB-GENE-141212-262]	3	32689707	32696592
368	ENSDARG00000027234	34.0849169497457	0.288149261148676	0.0829077539600803	3.47554055423355	0.000509824901890219	0.0209365593901241	FALSE	TRUE	all	ift88	intraflagellar transport 88 homolog [Source:ZFIN;Acc:ZDB-GENE-030131-574]	9	21365043	21383489
369	ENSDARG00000027310	287.955830389553	-0.332109370533277	0.118672231709137	-2.79854322911252	0.00513336975001229	0.0993734817015982	FALSE	TRUE	all	lsp1	lymphocyte specific protein 1 [Source:ZFIN;Acc:ZDB-GENE-131127-171]	25	31323970	31394515
370	ENSDARG00000027353	388.153058866632	-0.209565888896127	0.0527934044966353	-3.96954678135	7.20094685196735e-05	0.00502716102102971	FALSE	TRUE	all	zmym2	zinc finger, MYM-type 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2408]	9	21430311	21460164
371	ENSDARG00000027547	17.621324680075	0.432300980089829	0.144141103127906	2.99915132261906	0.0027073280656539	0.064562029234317	FALSE	TRUE	all	TPGS1	zgc:92789 [Source:ZFIN;Acc:ZDB-GENE-040718-280]	2	57879347	57891504
372	ENSDARG00000027572	9.28500044105052	1.19474352060617	0.181939394702665	6.56671152808159	5.1438558568571e-11	2.95883551602221e-08	FALSE	TRUE	all	as3mt	arsenite methyltransferase [Source:ZFIN;Acc:ZDB-GENE-060312-15]	1	31706668	31722875
373	ENSDARG00000027734	575.879256263476	-0.209175176915528	0.0731700435790667	-2.85875430277004	0.0042530805849818	0.0893236479457593	FALSE	TRUE	all	srsf5b	serine and arginine rich splicing factor 5b [Source:ZFIN;Acc:ZDB-GENE-040718-354]	20	28869969	28884829
374	ENSDARG00000028106	36.3405234855959	0.404903864964139	0.100464535043258	4.03031641752781	5.57018190549124e-05	0.00414792879228914	FALSE	TRUE	all	glrx	glutaredoxin (thioltransferase) [Source:ZFIN;Acc:ZDB-GENE-041010-11]	21	11776328	11782093
375	ENSDARG00000028201	9.09333480121744	0.446647909343335	0.144419261284366	3.09271703352556	0.00198333149103058	0.0526525769366377	FALSE	TRUE	all	commd8	COMM domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-061103-124]	13	12378074	12389748
376	ENSDARG00000028442	13.5727462763797	0.399990494601709	0.131700883365511	3.03711322490988	0.00238855717383283	0.0592892969593615	FALSE	TRUE	all	cplane2	ciliogenesis and planar polarity effector 2 [Source:ZFIN;Acc:ZDB-GENE-040912-80]	6	41446541	41451844
377	ENSDARG00000028475	82.9046006292691	-0.187623143111858	0.0658887337416735	-2.84757548760099	0.00440536449852869	0.0911257804603065	FALSE	TRUE	all	lin9	lin-9 DREAM MuvB core complex component [Source:ZFIN;Acc:ZDB-GENE-030131-1747]	20	43691208	43715242
378	ENSDARG00000028546	147.966010585285	0.194941749025968	0.060569111378633	3.21850105753306	0.00128862495605193	0.0396745886414005	FALSE	TRUE	all	ndufs1	NADH:ubiquinone oxidoreductase core subunit S1 [Source:ZFIN;Acc:ZDB-GENE-030131-478]	6	13206516	13231951
379	ENSDARG00000028614	34.0320661117446	-0.302338945933702	0.0983862552455386	-3.07297950490307	0.00211933042684531	0.0547477355871002	FALSE	TRUE	all	mospd1	motile sperm domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2691]	14	31550759	31562795
380	ENSDARG00000028889	28.0881375487282	0.413740861109554	0.131473703875506	3.14694763221495	0.00164984507816333	0.0470601877504709	FALSE	TRUE	all	ndufb10	NADH:ubiquinone oxidoreductase subunit B10 [Source:ZFIN;Acc:ZDB-GENE-040426-1691]	3	18405136	18410968
381	ENSDARG00000029036	37.8120411145537	0.390868427076813	0.097737394352779	3.99916971047938	6.35650887574094e-05	0.00462723680770303	FALSE	TRUE	all	rab32a	RAB32a, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-031006-10]	20	32009271	32045182
382	ENSDARG00000029071	24.5095640109678	0.34490201795476	0.100500326840197	3.43184971431167	0.000599479662204097	0.023544964229324	FALSE	TRUE	all	creld2	cysteine-rich with EGF-like domains 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1626]	4	27081972	27099285
383	ENSDARG00000029088	22.4060475703673	-0.280751800993983	0.0955092626187848	-2.93952432775629	0.00328716464052127	0.0742670490182495	FALSE	TRUE	all	guf1	GUF1 homolog, GTPase [Source:ZFIN;Acc:ZDB-GENE-030131-4289]	14	4295933	4321874
384	ENSDARG00000029105	11.7945422430612	0.722917833679054	0.229718348472442	3.14697471266984	0.00164969228366628	0.0470601877504709	FALSE	TRUE	all	ftr51	finTRIM family, member 51 [Source:ZFIN;Acc:ZDB-GENE-081104-54]	4	76468839	76494299
385	ENSDARG00000029112	8.1981673491087	0.674162299879614	0.181275469453486	3.71899354011933	0.000200018166504581	0.0107620564540278	FALSE	TRUE	all	gem	GTP binding protein overexpressed in skeletal muscle [Source:ZFIN;Acc:ZDB-GENE-060825-251]	16	26766423	26769327
386	ENSDARG00000029157	447.977452002733	0.286774652832491	0.0799239201437177	3.58809543271675	0.000333102372909388	0.0154260095580343	FALSE	TRUE	all	med23	mediator complex subunit 23 [Source:ZFIN;Acc:ZDB-GENE-040724-82]	20	2499622	2584115
387	ENSDARG00000029168	149.398940462783	-0.301511940165325	0.0991527780792139	-3.04088242413586	0.00235885923972802	0.0588660806697095	FALSE	TRUE	all	ppfibp2b	PTPRF interacting protein, binding protein 2b (liprin beta 2) [Source:ZFIN;Acc:ZDB-GENE-040718-54]	25	15933411	16042941
388	ENSDARG00000029353	143.744079002143	0.386508142765726	0.119180291079677	3.24305419347675	0.00118255715424216	0.0375057056966942	FALSE	TRUE	all	serpine2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-848]	15	43241915	43284021
389	ENSDARG00000029356	225.508795157757	-0.144333707943365	0.0489971636687305	-2.94575638947601	0.00322166023547598	0.07296420281887	FALSE	TRUE	all	mboat1	membrane bound O-acyltransferase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-98]	16	6395311	6424818
390	ENSDARG00000029370	150.149496728751	0.330048664259022	0.0676175534922398	4.88110922701308	1.05490789496571e-06	0.000179623798578764	FALSE	TRUE	all	ankrd6b	ankyrin repeat domain 6b [Source:ZFIN;Acc:ZDB-GENE-030916-4]	20	1203238	1239603
391	ENSDARG00000029402	204.369546093249	0.258348431212049	0.0671952985655558	3.84473968755425	0.000120680477472771	0.00734205301400244	FALSE	TRUE	all	sort1a	sortilin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2329]	11	36280523	36341189
392	ENSDARG00000029445	288.305880218158	0.377487800278573	0.108776211812526	3.47031574264755	0.000519846877900291	0.0212543544148838	FALSE	TRUE	all	zgc:56676	zgc:56676 [Source:ZFIN;Acc:ZDB-GENE-040426-1109]	24	32517915	32522655
393	ENSDARG00000029479	21.5437502913899	0.360220952999804	0.106154851412601	3.39335365465023	0.00069042438750317	0.0261247981314716	FALSE	TRUE	all	zgc:86609	zgc:86609 [Source:ZFIN;Acc:ZDB-GENE-050102-7]	8	8686130	8698607
394	ENSDARG00000029581	81.2182090090831	0.46807347653895	0.0840402311381616	5.56963575896692	2.55272422451795e-08	7.74835043148519e-06	FALSE	TRUE	all	tbc1d7	TBC1 domain family, member 7 [Source:ZFIN;Acc:ZDB-GENE-040426-1747]	20	52825215	52846212
395	ENSDARG00000029668	113.64533512713	0.474950315825876	0.165672316846826	2.86680554039089	0.00414637700149637	0.0879470240858284	FALSE	TRUE	all	crim1	cysteine rich transmembrane BMP regulator 1 (chordin-like) [Source:ZFIN;Acc:ZDB-GENE-040312-2]	17	38927889	39185336
396	ENSDARG00000029695	25.0230608180002	0.423735520130106	0.129590437151654	3.26980546901179	0.00107621467590682	0.0354402061612005	FALSE	TRUE	all	pgp	phosphoglycolate phosphatase [Source:ZFIN;Acc:ZDB-GENE-030131-6240]	12	18565553	18568834
397	ENSDARG00000029856	219.391697316961	0.20889939058588	0.042155357020007	4.95546486504043	7.21575613724216e-07	0.0001325657829819	FALSE	TRUE	all	cnn3b	calponin 3, acidic b [Source:ZFIN;Acc:ZDB-GENE-050522-263]	2	15048410	15075295
398	ENSDARG00000029905	12.3438497357068	0.418471007040479	0.136891727295736	3.05694884057113	0.00223602435656203	0.0568437515170698	FALSE	TRUE	all	phyhd1	phytanoyl-CoA dioxygenase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-159]	21	4508959	4525080
399	ENSDARG00000029936	9.23456298320136	0.799365666603987	0.210769263095423	3.79261024527133	0.000149072033721806	0.00863659033543868	FALSE	TRUE	all	grtp1a	growth hormone regulated TBC protein 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2733]	1	184915	192033
400	ENSDARG00000030020	101.312305084191	-0.352331599960783	0.106447237040657	-3.30991775602603	0.000933233879970289	0.032373361612634	FALSE	TRUE	all	agfg1a	ArfGAP with FG repeats 1a [Source:ZFIN;Acc:ZDB-GENE-030131-5808]	15	35156414	35212462
401	ENSDARG00000030092	64.6934267587177	0.438666188658542	0.0906508587709061	4.83907372314193	1.30445655768935e-06	0.000213023095751316	FALSE	TRUE	all	tram2	translocation associated membrane protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2024]	20	48116476	48139941
402	ENSDARG00000030173	37.5529676525472	0.294825443003725	0.0835918668990568	3.52696325540556	0.000420355095671021	0.0184856945615957	FALSE	TRUE	all	traf2a	Tnf receptor-associated factor 2a [Source:ZFIN;Acc:ZDB-GENE-071120-2]	5	28755475	28767636
403	ENSDARG00000030357	16.8179219304981	0.911380264882329	0.152174042682326	5.98906520992481	2.11050537450086e-09	8.30082571590656e-07	FALSE	TRUE	all	zgc:66313	zgc:66313 [Source:ZFIN;Acc:ZDB-GENE-040426-1606]	17	43863708	43888569
404	ENSDARG00000030368	155.074443923474	-0.16875504599411	0.0368161191970747	-4.58372717370816	4.56760131476998e-06	0.000604503633720151	FALSE	TRUE	all	naa15b	N(alpha)-acetyltransferase 15, NatA auxiliary subunit b [Source:ZFIN;Acc:ZDB-GENE-030131-6031]	1	40613292	40641467
405	ENSDARG00000030441	107.94733683544	0.198134635420399	0.054941314321321	3.60629587893768	0.000310598970099363	0.014651142297339	FALSE	TRUE	all	ppa1b	pyrophosphatase (inorganic) 1b [Source:ZFIN;Acc:ZDB-GENE-050417-375]	13	30152217	30161684
406	ENSDARG00000030512	30.740189467967	-0.352688001633026	0.113860427250529	-3.09754679610503	0.00195129585877053	0.0520936298816129	FALSE	TRUE	all	tsnaxip1	translin-associated factor X interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-070424-39]	18	21931741	21950751
407	ENSDARG00000030591	22.0996919396856	-0.327086072604503	0.109641047184764	-2.98324469715532	0.00285209870018502	0.0669284505904763	FALSE	TRUE	all	lrrc42	leucine rich repeat containing 42 [Source:ZFIN;Acc:ZDB-GENE-030131-4992]	2	26604773	26611033
408	ENSDARG00000030630	34.6026789250266	0.264206887771765	0.0908355230667555	2.90862956310163	0.00363016720270448	0.0798208024689155	FALSE	TRUE	all	mfsd2aa	major facilitator superfamily domain containing 2aa [Source:ZFIN;Acc:ZDB-GENE-041114-166]	13	35925490	35953596
409	ENSDARG00000030759	113.924976805316	-0.241780972723825	0.0680354289857748	-3.55375098427582	0.000379778623789412	0.0170778068749103	FALSE	TRUE	all	melk	maternal embryonic leucine zipper kinase [Source:ZFIN;Acc:ZDB-GENE-990603-5]	1	21861387	21881818
410	ENSDARG00000030789	703.009672891956	-0.124496673975047	0.044451632611075	-2.80072219313783	0.0050988392439654	0.0989472452312256	FALSE	TRUE	all	ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:ZFIN;Acc:ZDB-GENE-030131-9685]	9	38314466	38352220
411	ENSDARG00000030830	118.36852089799	-0.173771895255241	0.0468357713421127	-3.7102387827868	0.000207063851927269	0.010942479097579	FALSE	TRUE	all	cmtr1	cap methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-696]	23	35361724	35396978
412	ENSDARG00000030972	154.557853025765	-0.378868155447994	0.0651384865904449	-5.81634875599903	6.01469121852273e-09	2.09950315346559e-06	FALSE	TRUE	all	dnaja1	DnaJ heat shock protein family (Hsp40) member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-2642]	1	45002971	45014434
413	ENSDARG00000031150	20.3269911218913	0.361758347167945	0.103608583256801	3.49158666006755	0.000480160673948744	0.0201631380752161	FALSE	TRUE	all	gba3	glucosidase, beta, acid 3 (gene/pseudogene) [Source:ZFIN;Acc:ZDB-GENE-050522-351]	7	70338270	70344448
414	ENSDARG00000031299	5.35036105242228	0.710641130340198	0.206398333028492	3.44305653981275	0.000575179050127663	0.0227828013827163	FALSE	TRUE	all	dhrs11b	dehydrogenase/reductase (SDR family) member 11b [Source:ZFIN;Acc:ZDB-GENE-040625-155]	15	15403560	15408113
415	ENSDARG00000031317	73.7680785973545	0.844042093846944	0.14193809018544	5.94655101209418	2.73851218418115e-09	1.01963936991011e-06	FALSE	TRUE	all	ppdpfb	pancreatic progenitor cell differentiation and proliferation factor b [Source:ZFIN;Acc:ZDB-GENE-030131-8247]	23	17427838	17429775
416	ENSDARG00000031382	63.5138617359174	0.330196367575371	0.0646217547946573	5.10967813586316	3.22708099305396e-07	6.53016208195882e-05	FALSE	TRUE	all	reep2	receptor accessory protein 2 [Source:ZFIN;Acc:ZDB-GENE-050706-125]	14	21596716	21618005
417	ENSDARG00000031506	18.748845310819	0.434918017697334	0.133950800167717	3.24684897106089	0.00116690294158432	0.0373689961510806	FALSE	TRUE	all	flvcr2b	feline leukemia virus subgroup C cellular receptor family, member 2b [Source:ZFIN;Acc:ZDB-GENE-041210-312]	20	46311242	46349064
418	ENSDARG00000031770	301.431946011445	-0.152372559640456	0.0370566154388785	-4.11188549833378	3.92440929632e-05	0.00315818817290305	FALSE	TRUE	all	kat7b	K(lysine) acetyltransferase 7b [Source:ZFIN;Acc:ZDB-GENE-030131-1901]	12	5981333	5998938
419	ENSDARG00000032083	41.0705788320956	0.588246394586715	0.0914986056091516	6.42902031862089	1.28428961552401e-10	6.64144213213112e-08	FALSE	TRUE	all	dpysl2b	dihydropyrimidinase-like 2b [Source:ZFIN;Acc:ZDB-GENE-031105-1]	10	18952271	18992471
420	ENSDARG00000032131	27.1384179643261	0.430038510564207	0.132011072735141	3.25759424307544	0.00112360941364751	0.0364422681487882	FALSE	TRUE	all	drd3	dopamine receptor D3 [Source:ZFIN;Acc:ZDB-GENE-021119-1]	24	20968308	21006319
421	ENSDARG00000032256	33.3610391864225	0.374687883491282	0.10872140476441	3.44631201466903	0.00056829379635805	0.0225741170174944	FALSE	TRUE	all	txndc16	thioredoxin domain containing 16 [Source:ZFIN;Acc:ZDB-GENE-100712-1]	17	14918101	14966384
422	ENSDARG00000032426	24.9107842807534	0.469997850369234	0.117062445585015	4.01493278241745	5.94627389222331e-05	0.00439284916508825	FALSE	TRUE	all	COQ8A (1 of many)	si:dkey-36g24.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5543]	17	6467398	6487813
423	ENSDARG00000032430	425.077475804448	0.283156585942155	0.101306894204811	2.79503767403728	0.00518936673664188	0.0998711689322705	FALSE	TRUE	all	ppp2r1bb	protein phosphatase 2, regulatory subunit A, beta b [Source:ZFIN;Acc:ZDB-GENE-040927-20]	15	21744680	21772839
424	ENSDARG00000032997	66.3259084160193	0.305749432833537	0.0877068185808115	3.48603948679116	0.000490228636903638	0.0204027984159553	FALSE	TRUE	all	rnf185	ring finger protein 185 [Source:ZFIN;Acc:ZDB-GENE-040426-1977]	5	1055042	1070794
425	ENSDARG00000033089	6.52484729293006	-0.641431040119949	0.188199129726681	-3.40825720635101	0.000653792376686957	0.0251299627204329	FALSE	TRUE	all	CR735102.1		21	38458072	38463146
426	ENSDARG00000033134	43.9188476451505	1.04550440519253	0.0916806343843394	11.4037649522539	4.00419773308481e-30	5.59086108481966e-26	FALSE	TRUE	all	ndufaf7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:ZFIN;Acc:ZDB-GENE-060929-628]	20	3277620	3288089
427	ENSDARG00000033361	28.0860089574217	0.426192490174759	0.136546412924054	3.12122802092065	0.00180098523688042	0.049355341693993	FALSE	TRUE	all	asl	argininosuccinate lyase [Source:ZFIN;Acc:ZDB-GENE-040426-1152]	21	31253048	31277336
428	ENSDARG00000033533	20.5006188782097	0.392285959838867	0.118929610223269	3.29847175234512	0.000972126605269613	0.0332679356031298	FALSE	TRUE	all	ccdc115	coiled-coil domain containing 115 [Source:ZFIN;Acc:ZDB-GENE-050227-20]	23	19198244	19201328
429	ENSDARG00000033604	70.9811392871901	0.394615700257868	0.0866568131754189	4.55377581747727	5.26915076861994e-06	0.000688737818504369	FALSE	TRUE	all	lrpap1	low density lipoprotein receptor-related protein associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5871]	1	41131481	41141446
430	ENSDARG00000033889	81.8221789647858	-0.202239326681387	0.0677012871441574	-2.98723015783667	0.00281517694965561	0.0662289943716367	FALSE	TRUE	all	spty2d1	SPT2 chromatin protein domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050522-212]	25	24233010	24248000
431	ENSDARG00000033965	319.38816513498	-0.119551188668467	0.038277108590323	-3.12330771762345	0.00178830671658414	0.0491520325399727	FALSE	TRUE	all	nup58	nucleoporin 58 [Source:ZFIN;Acc:ZDB-GENE-040426-2326]	24	25008211	25030243
432	ENSDARG00000034013	122.388385307851	-0.167212616595989	0.0518992980132317	-3.22186663398334	0.00127358401924511	0.0393416302405085	FALSE	TRUE	all	rgmd	RGM domain family, member D [Source:ZFIN;Acc:ZDB-GENE-030131-561]	22	19640309	19646421
433	ENSDARG00000034060	95.7524765292059	-0.231087036570788	0.0632180881271785	-3.65539426162177	0.000256787033264289	0.0127367280708797	FALSE	TRUE	all	elac2	elaC ribonuclease Z 2 [Source:ZFIN;Acc:ZDB-GENE-041111-227]	3	10535957	10582384
434	ENSDARG00000034427	301.744911754993	0.443146408265771	0.13244025397038	3.34600995528806	0.000819834521859117	0.0293993182382173	FALSE	TRUE	all	jpt2	Jupiter microtubule associated homolog 2 [Source:ZFIN;Acc:ZDB-GENE-030131-599]	3	15893039	15902229
435	ENSDARG00000034600	80.3682856066889	0.461499589023355	0.120809065791918	3.82007414756642	0.000133411561898368	0.0079474209131721	FALSE	TRUE	all	tmem165	transmembrane protein 165 [Source:ZFIN;Acc:ZDB-GENE-030131-3222]	20	22186297	22193190
436	ENSDARG00000034817	18.2224048339701	0.482693969364096	0.129764321297838	3.71977416085125	0.000199400995863209	0.0107606042787563	FALSE	TRUE	all	asah1b	N-acylsphingosine amidohydrolase (acid ceramidase) 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1512]	1	16654254	16665044
437	ENSDARG00000034916	145.601657347718	-0.193073706304431	0.0487611497132912	-3.95958067928418	7.50814770423649e-05	0.00517691418866183	FALSE	TRUE	all	hat1	histone acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040912-99]	9	3282369	3314374
438	ENSDARG00000035043	140.692013010754	0.296247038188305	0.0858163407765684	3.45210522270595	0.000556230767363643	0.0222317816333686	FALSE	TRUE	all	pfdn5	prefoldin 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6858]	6	39661588	39666722
439	ENSDARG00000035120	334.981032468314	0.291681790901824	0.0778442909827608	3.74699014172303	0.000178969116872295	0.00987690234912813	FALSE	TRUE	all	gldc	glycine dehydrogenase (decarboxylating) [Source:ZFIN;Acc:ZDB-GENE-030131-340]	5	66170479	66202748
440	ENSDARG00000035146	80.3190112363364	0.228476263339163	0.0732116559842147	3.12076349411391	0.00180382841002896	0.049355341693993	FALSE	TRUE	all	polr2j	polymerase (RNA) II (DNA directed) polypeptide J [Source:ZFIN;Acc:ZDB-GENE-050522-120]	5	61459422	61465028
441	ENSDARG00000035329	135.998514118583	-0.215014868859667	0.0680470123992559	-3.15979881082948	0.00157878116472733	0.0460203173538734	FALSE	TRUE	all	capns1a	calpain, small subunit 1 a [Source:ZFIN;Acc:ZDB-GENE-030113-3]	5	36654817	36665694
442	ENSDARG00000035357	12.1992956352026	0.753883061485487	0.169879539560398	4.43775079351129	9.09037770413286e-06	0.00102358386043512	FALSE	TRUE	all	gnb2	guanine nucleotide binding protein (G protein), beta polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-050320-65]	5	38263240	38297391
443	ENSDARG00000035427	134.43122817394	-0.244711932445982	0.0859102934917074	-2.84845881092937	0.00439315396062896	0.0911257804603065	FALSE	TRUE	all	surf6	surfeit 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1333]	5	33275150	33281156
444	ENSDARG00000035538	13.8875460256458	0.417448038143213	0.125936951897144	3.3147383024178	0.000917289564395196	0.0319392906305933	FALSE	TRUE	all	atp6v0a2a	ATPase H+ transporting V0 subunit a2a [Source:ZFIN;Acc:ZDB-GENE-091113-4]	10	7988746	8033468
445	ENSDARG00000035569	18.5675500893891	0.675395556365238	0.112304042074103	6.01399151706032	1.81009986284887e-09	7.32565777826879e-07	FALSE	TRUE	all	cyp1d1	cytochrome P450, family 1, subfamily D, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-041114-179]	5	25603761	25621386
446	ENSDARG00000035610	35.8690750802564	0.463645288603994	0.135677054345372	3.41727118738711	0.000632522388796975	0.0244981798989674	FALSE	TRUE	all	zgc:113208	zgc:113208 [Source:ZFIN;Acc:ZDB-GENE-050417-450]	5	22605530	22621417
447	ENSDARG00000035649	15.6007240953156	0.35764807182008	0.113463303029053	3.15210347550435	0.00162098818518196	0.046810853227721	FALSE	TRUE	all	ext1c	exostoses (multiple) 1c [Source:ZFIN;Acc:ZDB-GENE-050211-5]	19	47311020	47336408
448	ENSDARG00000035781	28.8604427928663	-0.272224630515724	0.0880329518061477	-3.09230379000779	0.00198609481816012	0.0526582127934234	FALSE	TRUE	all	ctdnep1b	CTD nuclear envelope phosphatase 1b [Source:ZFIN;Acc:ZDB-GENE-041114-152]	7	69449814	69467790
449	ENSDARG00000035808	24.3147898457202	0.520647445248175	0.14399224525475	3.61580197827356	0.000299419202239743	0.0141957236375973	FALSE	TRUE	all	clcn4	chloride channel, voltage-sensitive 4 [Source:ZFIN;Acc:ZDB-GENE-061013-353]	11	44144612	44163164
450	ENSDARG00000035852	1.30270353508389	1.77780935553295	0.449138210038949	3.95826789125507	7.54952563063618e-05	0.00519262323240185	FALSE	TRUE	all	cart3	cocaine- and amphetamine-regulated transcript 3 [Source:ZFIN;Acc:ZDB-GENE-120223-5]	7	52962632	52963493
451	ENSDARG00000035853	29.4036655358759	0.277010006489054	0.0964428644253871	2.87227062509495	0.00407533806374156	0.0866465145817177	FALSE	TRUE	all	cdkn2aip	CDKN2A interacting protein [Source:ZFIN;Acc:ZDB-GENE-041010-188]	7	52949847	52960714
452	ENSDARG00000035859	47.7631122018884	-0.561378164929647	0.089570730021434	-6.26742871019708	3.67058574830092e-10	1.73730689866616e-07	FALSE	TRUE	all	angptl4	angiopoietin-like 4 [Source:ZFIN;Acc:ZDB-GENE-041111-222]	2	24536762	24542518
453	ENSDARG00000035890	343.314783165434	0.378366075164466	0.11886611096256	3.18312824488423	0.00145693068671097	0.0432908101017838	FALSE	TRUE	all	fuca1.1	alpha-L-fucosidase 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7434]	19	32495419	32500373
454	ENSDARG00000035910	595.412173263727	-0.224616817586743	0.0376559898901095	-5.96496913883387	2.44680282848813e-09	9.35985876514124e-07	FALSE	TRUE	all	znf281b	zinc finger protein 281b [Source:ZFIN;Acc:ZDB-GENE-050220-1]	12	16087077	16102422
455	ENSDARG00000035924	135.268762793415	-0.260122031120174	0.0563224511120732	-4.61844301844341	3.86630116349405e-06	0.000524109029080444	FALSE	TRUE	all	dync1li2	dynein, cytoplasmic 1, light intermediate chain 2 [Source:ZFIN;Acc:ZDB-GENE-050417-156]	7	44674956	44704910
